zcta,BlockCode,TechCode,TechCategory,max_ad_down,max_ad_up
94705,060014001001007,10,Copper (DSL/VDSL),3.0,0.384
94705,060014001001007,11,Copper (DSL/VDSL),1.5,1.0
94705,060014001001007,50,Fiber to the Premises,1000.0,1000.0
94705,060014001001008,11,Copper (DSL/VDSL),1.5,1.0
94705,060014001001008,50,Fiber to the Premises,1000.0,1000.0
94705,060014001001011,11,Copper (DSL/VDSL),1.5,1.0
94705,060014001001011,50,Fiber to the Premises,1000.0,1000.0
94705,060014001001013,11,Copper (DSL/VDSL),18.0,1.5
94705,060014001001013,12,Copper (DSL/VDSL),25.0,5.0
94720,060014001001014,11,Copper (DSL/VDSL),18.0,1.5
94720,060014001001014,12,Copper (DSL/VDSL),50.0,10.0
94704,060014001001015,11,Copper (DSL/VDSL),0.768,0.384
94704,060014001001015,50,Fiber to the Premises,1000.0,1000.0
94704,060014001001017,11,Copper (DSL/VDSL),18.0,1.5
94704,060014001001017,12,Copper (DSL/VDSL),50.0,10.0
94705,060014001001023,50,Fiber to the Premises,1000.0,1000.0
94705,060014001001024,10,Copper (DSL/VDSL),6.0,0.512
94705,060014001001024,11,Copper (DSL/VDSL),18.0,1.5
94705,060014001001024,12,Copper (DSL/VDSL),100.0,20.0
94705,060014001001024,50,Fiber to the Premises,1000.0,1000.0
94705,060014001001025,10,Copper (DSL/VDSL),6.0,0.512
94705,060014001001026,10,Copper (DSL/VDSL),3.0,0.384
94705,060014001001026,11,Copper (DSL/VDSL),18.0,1.5
94705,060014001001026,12,Copper (DSL/VDSL),50.0,10.0
94705,060014001001026,50,Fiber to the Premises,1000.0,1000.0
94705,060014001001027,11,Copper (DSL/VDSL),18.0,1.5
94705,060014001001027,12,Copper (DSL/VDSL),100.0,20.0
94705,060014001001027,50,Fiber to the Premises,1000.0,1000.0
94705,060014001001028,50,Fiber to the Premises,1000.0,1000.0
94705,060014001001032,11,Copper (DSL/VDSL),18.0,1.5
94705,060014001001032,12,Copper (DSL/VDSL),100.0,20.0
94705,060014001001032,50,Fiber to the Premises,1000.0,1000.0
94705,060014001001033,10,Copper (DSL/VDSL),6.0,0.512
94705,060014001001033,11,Copper (DSL/VDSL),18.0,1.5
94705,060014001001033,12,Copper (DSL/VDSL),50.0,10.0
94705,060014001001033,50,Fiber to the Premises,1000.0,1000.0
94618,060014002001000,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001000,12,Copper (DSL/VDSL),50.0,10.0
94618,060014002001000,50,Fiber to the Premises,1000.0,1000.0
94618,060014002001001,10,Copper (DSL/VDSL),3.0,0.384
94618,060014002001001,12,Copper (DSL/VDSL),75.0,20.0
94618,060014002001001,50,Fiber to the Premises,1000.0,1000.0
94618,060014002001002,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001002,12,Copper (DSL/VDSL),50.0,10.0
94618,060014002001002,50,Fiber to the Premises,1000.0,1000.0
94618,060014002001003,10,Copper (DSL/VDSL),1.5,0.256
94618,060014002001003,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001003,12,Copper (DSL/VDSL),50.0,10.0
94705,060014002001004,10,Copper (DSL/VDSL),3.0,0.384
94705,060014002001004,11,Copper (DSL/VDSL),18.0,1.5
94705,060014002001004,12,Copper (DSL/VDSL),75.0,20.0
94705,060014002001005,10,Copper (DSL/VDSL),3.0,0.384
94705,060014002001005,11,Copper (DSL/VDSL),18.0,1.5
94705,060014002001005,12,Copper (DSL/VDSL),75.0,20.0
94618,060014002001006,10,Copper (DSL/VDSL),3.0,0.384
94618,060014002001006,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001006,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002001007,10,Copper (DSL/VDSL),1.5,0.256
94618,060014002001007,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001007,12,Copper (DSL/VDSL),50.0,10.0
94618,060014002001008,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001008,12,Copper (DSL/VDSL),50.0,10.0
94618,060014002001009,10,Copper (DSL/VDSL),0.768,0.256
94618,060014002001009,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001009,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002001010,10,Copper (DSL/VDSL),3.0,0.384
94618,060014002001010,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001010,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002001011,10,Copper (DSL/VDSL),1.5,0.256
94618,060014002001011,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001011,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002001012,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001012,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002001014,10,Copper (DSL/VDSL),6.0,0.512
94618,060014002001014,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001014,12,Copper (DSL/VDSL),25.0,5.0
94618,060014002001014,50,Fiber to the Premises,1000.0,1000.0
94618,060014002001015,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001015,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002001018,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001018,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002001019,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001019,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002001020,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002001020,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002002000,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002002000,12,Copper (DSL/VDSL),50.0,10.0
94618,060014002002000,50,Fiber to the Premises,1000.0,1000.0
94618,060014002002001,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002002001,12,Copper (DSL/VDSL),25.0,5.0
94618,060014002002001,50,Fiber to the Premises,1000.0,1000.0
94618,060014002002002,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002002002,12,Copper (DSL/VDSL),50.0,10.0
94618,060014002002003,10,Copper (DSL/VDSL),1.5,0.256
94618,060014002002003,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002002003,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002002004,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002002004,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002002004,50,Fiber to the Premises,1000.0,1000.0
94618,060014002002006,10,Copper (DSL/VDSL),1.5,0.256
94618,060014002002006,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002002006,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002002006,50,Fiber to the Premises,1000.0,1000.0
94618,060014002002007,10,Copper (DSL/VDSL),3.0,0.384
94618,060014002002007,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002002007,12,Copper (DSL/VDSL),100.0,20.0
94618,060014002002007,50,Fiber to the Premises,1000.0,1000.0
94618,060014002002008,11,Copper (DSL/VDSL),18.0,1.5
94618,060014002002008,12,Copper (DSL/VDSL),50.0,10.0
94618,060014002002008,50,Fiber to the Premises,1000.0,1000.0
94618,060014003001002,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003001002,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003001007,10,Copper (DSL/VDSL),6.0,0.512
94618,060014003001007,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003001007,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003001007,50,Fiber to the Premises,1000.0,1000.0
94618,060014003001008,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003001008,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003001008,50,Fiber to the Premises,1000.0,1000.0
94618,060014003001009,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003001009,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003001009,50,Fiber to the Premises,1000.0,1000.0
94618,060014003001010,10,Copper (DSL/VDSL),6.0,0.512
94618,060014003001010,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003001010,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003001010,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002000,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002000,12,Copper (DSL/VDSL),75.0,20.0
94618,060014003002000,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002001,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002001,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003002001,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002003,10,Copper (DSL/VDSL),6.0,0.512
94618,060014003002003,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002003,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003002003,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002004,10,Copper (DSL/VDSL),3.0,0.384
94618,060014003002004,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002004,12,Copper (DSL/VDSL),75.0,20.0
94618,060014003002004,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002005,12,Copper (DSL/VDSL),25.0,5.0
94618,060014003002005,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002006,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002006,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003002006,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002007,10,Copper (DSL/VDSL),6.0,0.512
94618,060014003002007,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002007,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003002007,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002008,10,Copper (DSL/VDSL),0.768,0.256
94618,060014003002008,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002008,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003002008,50,Fiber to the Premises,1000.0,1000.0
94609,060014003002009,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003002009,12,Copper (DSL/VDSL),50.0,10.0
94609,060014003002009,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002010,10,Copper (DSL/VDSL),3.0,0.384
94618,060014003002010,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002010,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003002010,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002011,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002011,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003002011,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002015,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002015,12,Copper (DSL/VDSL),25.0,5.0
94618,060014003002015,50,Fiber to the Premises,1000.0,1000.0
94609,060014003002018,10,Copper (DSL/VDSL),6.0,0.512
94609,060014003002018,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003002018,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003002020,10,Copper (DSL/VDSL),6.0,0.512
94618,060014003002020,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003002020,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003002020,50,Fiber to the Premises,1000.0,1000.0
94618,060014003002021,50,Fiber to the Premises,1000.0,1000.0
94609,060014003002022,10,Copper (DSL/VDSL),6.0,0.512
94609,060014003002022,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003002022,12,Copper (DSL/VDSL),75.0,20.0
94609,060014003002022,50,Fiber to the Premises,1000.0,1000.0
94618,060014003003001,11,Copper (DSL/VDSL),12.0,1.5
94618,060014003003001,50,Fiber to the Premises,1000.0,1000.0
94609,060014003003002,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003003002,12,Copper (DSL/VDSL),25.0,5.0
94609,060014003003002,50,Fiber to the Premises,1000.0,1000.0
94618,060014003003005,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003003005,12,Copper (DSL/VDSL),25.0,5.0
94618,060014003003005,50,Fiber to the Premises,1000.0,1000.0
94618,060014003003006,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003003006,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003003006,50,Fiber to the Premises,1000.0,1000.0
94618,060014003003007,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003003007,12,Copper (DSL/VDSL),75.0,20.0
94618,060014003003007,50,Fiber to the Premises,1000.0,1000.0
94618,060014003003010,11,Copper (DSL/VDSL),10.0,1.0
94618,060014003003010,50,Fiber to the Premises,1000.0,1000.0
94609,060014003003013,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003003013,12,Copper (DSL/VDSL),25.0,5.0
94609,060014003003015,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003003016,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003003016,12,Copper (DSL/VDSL),25.0,5.0
94609,060014003003018,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003003018,12,Copper (DSL/VDSL),75.0,20.0
94609,060014003003019,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003003019,12,Copper (DSL/VDSL),100.0,20.0
94609,060014003003019,50,Fiber to the Premises,1000.0,1000.0
94609,060014003003020,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003003020,12,Copper (DSL/VDSL),25.0,5.0
94609,060014003003020,50,Fiber to the Premises,1000.0,1000.0
94609,060014003003021,11,Copper (DSL/VDSL),18.0,1.5
94609,060014003003021,12,Copper (DSL/VDSL),25.0,5.0
94609,060014003003021,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004002,10,Copper (DSL/VDSL),3.0,0.384
94618,060014003004002,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003004002,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003004002,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004003,10,Copper (DSL/VDSL),3.0,0.384
94618,060014003004003,11,Copper (DSL/VDSL),12.0,1.5
94618,060014003004003,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003004003,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004004,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003004004,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004005,10,Copper (DSL/VDSL),3.0,0.384
94618,060014003004005,11,Copper (DSL/VDSL),12.0,1.5
94618,060014003004005,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004006,10,Copper (DSL/VDSL),1.5,0.256
94618,060014003004006,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003004006,12,Copper (DSL/VDSL),25.0,5.0
94618,060014003004006,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004007,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003004007,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003004007,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004008,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003004008,12,Copper (DSL/VDSL),75.0,20.0
94618,060014003004008,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004009,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004010,10,Copper (DSL/VDSL),6.0,0.512
94618,060014003004010,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003004010,12,Copper (DSL/VDSL),100.0,20.0
94618,060014003004010,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004011,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003004011,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003004011,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004012,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003004012,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004013,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003004013,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004014,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003004014,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004015,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003004015,12,Copper (DSL/VDSL),75.0,20.0
94618,060014003004015,50,Fiber to the Premises,1000.0,1000.0
94618,060014003004016,11,Copper (DSL/VDSL),18.0,1.5
94618,060014003004016,12,Copper (DSL/VDSL),50.0,10.0
94618,060014003004016,50,Fiber to the Premises,1000.0,1000.0
94618,060014004001000,11,Copper (DSL/VDSL),18.0,1.5
94618,060014004001000,12,Copper (DSL/VDSL),50.0,10.0
94618,060014004001000,50,Fiber to the Premises,1000.0,1000.0
94618,060014004001001,10,Copper (DSL/VDSL),3.0,0.384
94618,060014004001001,11,Copper (DSL/VDSL),18.0,1.5
94618,060014004001001,12,Copper (DSL/VDSL),50.0,10.0
94618,060014004001001,50,Fiber to the Premises,1000.0,1000.0
94618,060014004001002,11,Copper (DSL/VDSL),18.0,1.5
94618,060014004001002,12,Copper (DSL/VDSL),50.0,10.0
94618,060014004001002,50,Fiber to the Premises,1000.0,1000.0
94618,060014004001003,10,Copper (DSL/VDSL),3.0,0.384
94618,060014004001003,11,Copper (DSL/VDSL),18.0,1.5
94618,060014004001003,12,Copper (DSL/VDSL),50.0,10.0
94618,060014004001003,50,Fiber to the Premises,1000.0,1000.0
94618,060014004001005,11,Copper (DSL/VDSL),18.0,1.5
94618,060014004001005,12,Copper (DSL/VDSL),50.0,10.0
94618,060014004001005,50,Fiber to the Premises,1000.0,1000.0
94618,060014004001008,11,Copper (DSL/VDSL),18.0,1.5
94618,060014004001008,12,Copper (DSL/VDSL),50.0,10.0
94618,060014004001008,50,Fiber to the Premises,1000.0,1000.0
94618,060014004001009,11,Copper (DSL/VDSL),18.0,1.5
94618,060014004001009,12,Copper (DSL/VDSL),100.0,20.0
94618,060014004001009,50,Fiber to the Premises,1000.0,1000.0
94618,060014004001010,11,Copper (DSL/VDSL),18.0,1.5
94618,060014004001010,12,Copper (DSL/VDSL),100.0,20.0
94618,060014004001010,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002000,11,Copper (DSL/VDSL),6.0,1.0
94609,060014004002000,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002002,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004002002,12,Copper (DSL/VDSL),100.0,20.0
94609,060014004002002,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002005,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004002005,12,Copper (DSL/VDSL),100.0,20.0
94609,060014004002005,50,Fiber to the Premises,1000.0,1000.0
94618,060014004002006,50,Fiber to the Premises,1000.0,1000.0
94618,060014004002007,12,Copper (DSL/VDSL),50.0,10.0
94618,060014004002007,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002008,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004002008,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002009,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004002009,12,Copper (DSL/VDSL),100.0,20.0
94609,060014004002009,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002012,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004002012,12,Copper (DSL/VDSL),100.0,20.0
94609,060014004002012,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002013,50,Fiber to the Premises,1000.0,1000.0
94618,060014004002014,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002015,11,Copper (DSL/VDSL),10.0,1.0
94609,060014004002015,12,Copper (DSL/VDSL),50.0,10.0
94609,060014004002015,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002016,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004002016,12,Copper (DSL/VDSL),100.0,20.0
94609,060014004002016,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002017,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004002017,12,Copper (DSL/VDSL),100.0,20.0
94609,060014004002017,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002018,10,Copper (DSL/VDSL),3.0,0.384
94609,060014004002018,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004002018,12,Copper (DSL/VDSL),100.0,20.0
94609,060014004002019,10,Copper (DSL/VDSL),3.0,0.384
94609,060014004002019,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004002019,12,Copper (DSL/VDSL),100.0,20.0
94609,060014004002019,50,Fiber to the Premises,1000.0,1000.0
94609,060014004002020,11,Copper (DSL/VDSL),12.0,1.5
94609,060014004002020,50,Fiber to the Premises,1000.0,1000.0
94705,060014004003000,11,Copper (DSL/VDSL),18.0,1.5
94705,060014004003000,12,Copper (DSL/VDSL),75.0,20.0
94705,060014004003000,50,Fiber to the Premises,1000.0,1000.0
94705,060014004003001,10,Copper (DSL/VDSL),3.0,0.384
94705,060014004003001,11,Copper (DSL/VDSL),18.0,1.5
94705,060014004003001,12,Copper (DSL/VDSL),75.0,20.0
94705,060014004003001,50,Fiber to the Premises,1000.0,1000.0
94609,060014004003002,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004003002,12,Copper (DSL/VDSL),75.0,20.0
94609,060014004003002,50,Fiber to the Premises,1000.0,1000.0
94609,060014004003003,10,Copper (DSL/VDSL),3.0,0.384
94609,060014004003003,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004003003,12,Copper (DSL/VDSL),25.0,5.0
94609,060014004003003,50,Fiber to the Premises,1000.0,1000.0
94609,060014004003009,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004003009,12,Copper (DSL/VDSL),50.0,10.0
94609,060014004003009,50,Fiber to the Premises,1000.0,1000.0
94609,060014004003011,11,Copper (DSL/VDSL),18.0,1.5
94609,060014004003011,12,Copper (DSL/VDSL),50.0,10.0
94609,060014004003011,50,Fiber to the Premises,1000.0,1000.0
94609,060014004003012,12,Copper (DSL/VDSL),25.0,5.0
94609,060014004003012,50,Fiber to the Premises,1000.0,1000.0
94609,060014005001000,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001000,12,Copper (DSL/VDSL),50.0,10.0
94609,060014005001000,50,Fiber to the Premises,1000.0,1000.0
94609,060014005001001,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001001,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005001001,50,Fiber to the Premises,1000.0,1000.0
94609,060014005001004,10,Copper (DSL/VDSL),6.0,0.512
94609,060014005001004,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001004,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005001004,50,Fiber to the Premises,1000.0,1000.0
94609,060014005001005,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001005,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005001006,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001006,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005001006,50,Fiber to the Premises,1000.0,1000.0
94609,060014005001007,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001007,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005001007,50,Fiber to the Premises,1000.0,1000.0
94609,060014005001012,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001012,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005001013,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001013,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005001014,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001014,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005001016,10,Copper (DSL/VDSL),3.0,0.384
94609,060014005001016,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005001016,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005001017,50,Fiber to the Premises,1000.0,1000.0
94609,060014005002000,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005002000,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005002000,50,Fiber to the Premises,1000.0,1000.0
94609,060014005002001,12,Copper (DSL/VDSL),25.0,5.0
94609,060014005002001,50,Fiber to the Premises,1000.0,1000.0
94609,060014005002002,12,Copper (DSL/VDSL),75.0,20.0
94609,060014005002002,50,Fiber to the Premises,1000.0,1000.0
94609,060014005002003,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005002003,12,Copper (DSL/VDSL),75.0,20.0
94609,060014005002003,50,Fiber to the Premises,1000.0,1000.0
94609,060014005002004,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005002004,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005002004,50,Fiber to the Premises,1000.0,1000.0
94609,060014005002005,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005002005,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005002005,50,Fiber to the Premises,1000.0,1000.0
94609,060014005002006,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005002006,12,Copper (DSL/VDSL),75.0,20.0
94609,060014005002006,50,Fiber to the Premises,1000.0,1000.0
94609,060014005002007,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005002007,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005002007,50,Fiber to the Premises,1000.0,1000.0
94609,060014005003000,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005003000,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005003001,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005003001,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005003002,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005003002,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005003003,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005003003,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005003004,10,Copper (DSL/VDSL),6.0,0.512
94609,060014005003004,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005003004,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005003006,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005003006,12,Copper (DSL/VDSL),100.0,20.0
94609,060014005003006,50,Fiber to the Premises,1000.0,1000.0
94609,060014005003007,11,Copper (DSL/VDSL),18.0,1.5
94609,060014005003007,12,Copper (DSL/VDSL),25.0,5.0
94609,060014005003007,50,Fiber to the Premises,1000.0,1000.0
94609,060014006001000,11,Copper (DSL/VDSL),10.0,1.0
94609,060014006001000,12,Copper (DSL/VDSL),50.0,10.0
94609,060014006001000,50,Fiber to the Premises,1000.0,1000.0
94609,060014006001001,10,Copper (DSL/VDSL),6.0,0.512
94609,060014006001001,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006001001,12,Copper (DSL/VDSL),100.0,20.0
94609,060014006001001,50,Fiber to the Premises,1000.0,1000.0
94609,060014006001003,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006001003,12,Copper (DSL/VDSL),100.0,20.0
94609,060014006001003,50,Fiber to the Premises,1000.0,1000.0
94609,060014006001004,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006001004,12,Copper (DSL/VDSL),75.0,20.0
94609,060014006001005,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006001005,12,Copper (DSL/VDSL),75.0,20.0
94609,060014006001006,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006001006,12,Copper (DSL/VDSL),100.0,20.0
94609,060014006001006,50,Fiber to the Premises,1000.0,1000.0
94609,060014006001008,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006001008,12,Copper (DSL/VDSL),100.0,20.0
94609,060014006001008,50,Fiber to the Premises,1000.0,1000.0
94609,060014006001009,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006001009,12,Copper (DSL/VDSL),25.0,5.0
94609,060014006001009,50,Fiber to the Premises,1000.0,1000.0
94609,060014006001010,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006001010,50,Fiber to the Premises,1000.0,1000.0
94609,060014006002000,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006002000,50,Fiber to the Premises,1000.0,1000.0
94609,060014006002001,10,Copper (DSL/VDSL),3.0,0.384
94609,060014006002001,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006002001,12,Copper (DSL/VDSL),100.0,20.0
94609,060014006002001,50,Fiber to the Premises,1000.0,1000.0
94609,060014006002003,11,Copper (DSL/VDSL),18.0,1.5
94609,060014006002003,12,Copper (DSL/VDSL),100.0,20.0
